,created_at,user,user_followers_count,text,lang,Location,retweet_count,favorite_count
155,2016-07-08 08:26:41,Alycia_EB,3190,"RT @Industry40: #ArtificialIntelligence:
 
The Algorithm Economy ...

#AI #MachineLearning
https://t.co/jS5EoYovTe https://t.co/FBc17wS2k5",en,,2,1
156,2016-07-08 08:26:37,cloud_comp_news,17170,Our most popular story this week: 10 ways machine learning is revolutionising manufacturing https://t.co/gLjko9av0L https://t.co/lpCXDKfr5e,en,,3,0
157,2016-07-08 08:26:35,filip19821211,93,"UPMC and #IBM to Apply AI, Machine Learning to Transform Health Care Supply Chain 
https://t.co/97lypOFdyN via @YahooFinance",en,,0,0
158,2016-07-08 08:26:31,sirzaku,605,RT @Bots_news: #AI: Glimpses &amp; Impressions: Strata Silicon Valley AI + ML Review – Part One  https://t.co/qRoU4cbjmA,fr,,2,0
159,2016-07-08 08:26:13,botdirectorynet,1492,Machine learning algorithm cheat sheet via /r/MachineLearning https://t.co/9rCMoKE5I3 #machinelearning,en,,1,1
160,2016-07-08 08:26:08,jayster,1070,How to Put Machine Learning in your Machine Learning https://t.co/c6v5LEsl4j via @bigmlcom,en,,0,0
161,2016-07-08 08:26:00,Orsel_Slamby,179,RT @slambynews: #MachineLearning is all the rage with Big Data developers - https://t.co/1lWZFtKEpZ - #Analytics #BigData https://t.co/MpVo…,en,,2,0
162,2016-07-08 08:25:46,ImDataScientist,1833,RT @vincent_spruyt: Nice introductory deep learning course from Google (Python + Tensorflow) https://t.co/OAD9vmuMxI #deeplearning #machine,en,,0,1
163,2016-07-08 08:25:40,Bots_news,703,#AI: Glimpses &amp; Impressions: Strata Silicon Valley AI + ML Review – Part One  https://t.co/qRoU4cbjmA,fr,,2,4
164,2016-07-08 08:25:30,Bots_news,703,#MachineLearning: How to Put Machine Learning in your Machine Learning #BigData https://t.co/9xiG1eZm5V https://t.co/yktf47KxxT,en,,1,1
165,2016-07-08 08:25:11,Bots_news,703,#AI: Machine learning startup Dato changes name to Turi after trademark battle - GeekWire #… https://t.co/YT8kF8Ojnd https://t.co/Pf69AfhNXi,en,,3,0
166,2016-07-08 08:25:04,hormigaloca,233,#Google buys French #startup #Moodstocks to boost #machinelearning muscle| #imagerecognition #smartphone @scoopit https://t.co/g0PiDqRICy,en,,1,0
167,2016-07-08 08:25:02,itknowingness,9257,RT @techjunkiejh: How to Apply #MachineLearning and #BigData Analytics to Real-Time Processing https://t.co/tvr5VG95zb https://t.co/6PKxtKd…,en,,8,0
168,2016-07-08 08:25:01,cjiqbal,5704,RT @techjunkiejh: How to Apply #MachineLearning and #BigData Analytics to Real-Time Processing https://t.co/tvr5VG95zb https://t.co/6PKxtKd…,en,,8,0
169,2016-07-08 08:24:54,DoITDistributed,330,"#MachineLearning im #Krankenhaus - #Digitalisierung #IoT
https://t.co/ai8H5kjB9D",und,,1,0
170,2016-07-08 08:24:49,HAL_9000_AI,1429,RT @rmit_csit: #MachineLearning poised to transform Australian #IT https://t.co/YUIOIhmn1M #AI #robots #ML,en,,3,0
171,2016-07-08 08:24:42,LRLG_game,23,あと ML(Machine Learning) とか Deep Learning は今研究かなりホット（落ちついてきつつあるはずだけど）なのでハズレ論文多いからちょっと昔のサーベイ論文とか読んだほうが勉強になります。こんなこと試してみましたみたいなどうでもいい論文多すぎてしんどい,ja,,0,1
172,2016-07-08 08:24:10,AWChristoph,1023,Machine Learning is a critical ingredient for intelligent applications… but you may not need ML on Day One https://t.co/zln5Js3FDo,en,,0,0
173,2016-07-08 08:23:46,blackhatjo,0,RT @rmit_csit: #MachineLearning poised to transform Australian #IT https://t.co/YUIOIhmn1M #AI #robots #ML,en,,3,0
174,2016-07-08 08:23:13,Arneau_Sir,328,people want an entire automated machine learning system :/,en,,0,1
175,2016-07-08 08:22:56,samplay26,27,Key trends in machine learning and AI https://t.co/5b2aGVTBn9 via @techcrunch,en,,0,0
176,2016-07-08 08:22:48,Vintharas,1173,"RT @mpjme: Phone just autocorrected ""enormous"" to ""snout mpjs"". Machine learning is the future.",en,,6,0
177,2016-07-08 08:22:30,mdscaff,1391,RT @gleonhard: How Google is Remaking Itself as a “Machine Learning First” Company — Backchannel https://t.co/ddAEVFeu0c,en,,5,0
178,2016-07-08 08:21:41,TechXB,6667,"RT @MayaVersal: The latest Space, Machine Learning &amp; AI News! https://t.co/BYuYZOnLt9 Thanks to @rommelnc #ai #artificialintelligence",en,,3,0
179,2016-07-08 08:21:37,thunderjordi,802,RT @2morrowknight: 45% of developers say #IoT should be a priority when setting digital strategy https://t.co/sLM0ykSi47 @GretchenOHara htt…,en,,24,0
180,2016-07-08 08:21:24,GaveGuido,410,RT @gleonhard: How Google is Remaking Itself as a “Machine Learning First” Company — Backchannel https://t.co/ddAEVFeu0c,en,,5,0
181,2016-07-08 08:20:55,data_cook,34,The Machine Learning – R Daily is out! https://t.co/EUvTAjdC8v Stories via @KoehlerKerstin @jamal_moir @Michael_Vasanth #machinelearning,en,,0,0
182,2016-07-08 08:20:26,MicroservicesE,2634,RT @CRM_CWS_Cloud: IIoT Top News: Machine Learning | @ThingsExpo #IoT #M2M #IIoT #MachineLearning https://t.co/KJb4j1Vl8N,en,,18,0
183,2016-07-08 08:20:16,eltonlawls,237,"Studying machine learning fundamentals and https://t.co/QhmznMaUHC popped up. It's about reinventing explanation, really interesting stuff",en,,1,0
184,2016-07-08 08:19:43,gifernando,1727,RT @ericaneve: @freeformers_ac interesting tutorial :)  https://t.co/k0emt683Bz,it,,1,0
185,2016-07-08 08:19:35,catherinebuk,886,"RT @AlisonBLowndes: Current state of #deeplearning @etzioni: ""like climbing to the top of a tree &amp; declaring we are going to the moon"" http…",en,,3,0
186,2016-07-08 08:19:27,kvstrien,285,RT @jaskaran78: Algorithms my arse https://t.co/zKaVcf3iUp Another great post by @ballantine70 on the BS hype around AI &amp; Machine Learning.,en,,2,0
187,2016-07-08 08:19:24,colbytylerford,352,Machine learning algorithm cheat sheet via /r/MachineLearning https://t.co/yMELEv1ylo,en,,0,0
188,2016-07-08 08:19:20,Turing2014,1677,"RT @FrankPasquale: Suchman brilliantly critiques mystification of #AINow as field saturated with anthropomorphic metaphors (machine ""learni…",en,,27,0
189,2016-07-08 08:18:29,Suneel_Talikoti,197,"#Intelligence, Machine Learning to #Transform Health Care Supply Chain

https://t.co/wzExg4uhr5",en,,0,0
190,2016-07-08 08:18:14,SmartSocInst,128,Looking for the future: https://t.co/GAwoKV26T2 https://t.co/WzcdclW7Gv,en,,0,0
191,2016-07-08 08:18:13,2RunJack2,644,https://t.co/3WDmflUxv6,und,,0,0
192,2016-07-08 08:18:13,gamifiplus,561,"Using A.I. to detect blindness is incredible! A.I. has huge potential in all markets, especially #gamification https://t.co/KtZOpzmc1d",en,,0,1
193,2016-07-08 08:17:54,serole_twt,265,RT @techjunkiejh: How to Apply #MachineLearning and #BigData Analytics to Real-Time Processing https://t.co/tvr5VG95zb https://t.co/6PKxtKd…,en,,8,0
194,2016-07-08 08:17:45,misterdev_,162,RT @RelearnML: Key trends in machine learning and AI https://t.co/E7wkqtv3Yv  #machinelearning https://t.co/1i41kdbJIa,en,,8,0
195,2016-07-08 08:16:56,m_mehdichaibi,3492,@ImenBizid https://t.co/QnqBRXj5lD,und,,0,0
196,2016-07-08 08:16:47,kubajames,391,RT @KirkDBorne: In-depth #MachineLearning in 15 hours of expert videos: https://t.co/8HuM3sB5Yf #BigData #DataScience by @Rbloggers https:/…,en,,71,0
197,2016-07-08 08:16:45,raziel_somnium,14,“How Google is Remaking Itself as a ‘Machine Learning First’ Company” by @StevenLevy https://t.co/oy2ueQm1dT,en,,0,0
198,2016-07-08 08:16:44,brian9p,1453,RT @TechCrunch: Key trends in machine learning and AI https://t.co/kpsaXyWned,en,,72,0
199,2016-07-08 08:15:51,MolecularDia,193,Quantgene Achieves Breakthrough in Liquid Biopsy Early Cancer Detection by Combining Machine Learning with Next... https://t.co/7MaDWwgT5D,en,,0,0
200,2016-07-08 08:15:36,raziel_somnium,14,"“How Google is Remaking Itself as a ‘Machine Learning First’ Company” https://t.co/1yqrSsUqTd
#Machine learning #artificial intelligence",en,,0,0
201,2016-07-08 08:15:10,techjunkiejh,9553,How to Apply #MachineLearning and #BigData Analytics to Real-Time Processing https://t.co/tvr5VG95zb https://t.co/6PKxtKd8NF,en,,8,4
202,2016-07-08 08:14:44,rnekrasov7,601,RT @KirkDBorne: In-depth #MachineLearning in 15 hours of expert videos: https://t.co/8HuM3sB5Yf #BigData #DataScience by @Rbloggers https:/…,en,,71,0
203,2016-07-08 08:14:43,DDsD,11286,RT @gleonhard: How Google is Remaking Itself as a “Machine Learning First” Company — Backchannel https://t.co/ddAEVFeu0c,en,,5,0
204,2016-07-08 08:14:41,Suhadl,129,The ‘Michael Jordan’ Of Machine Learning Wants To Put Smarter A.I. In Your Home https://t.co/P1JfEoqC37 via @PopSci,en,,0,0
205,2016-07-08 08:14:40,HajzerSandor,83,RT @PopSci: Launch into the innovative field of machine learning https://t.co/mXbudYcUQC https://t.co/wDiF9Pi6JN,en,,13,0
206,2016-07-08 08:14:31,BDUGUK,1390,RT @IBMSoftware: Study: 36% of #bigdata and #analytics developers are using machine learning - https://t.co/WkJrHGPjAz via @eWEEKNews https…,en,,6,0
207,2016-07-08 08:14:25,ITProjectBoard,658,RT @IBMSoftware: Study: 36% of #bigdata and #analytics developers are using machine learning - https://t.co/WkJrHGPjAz via @eWEEKNews https…,en,,6,0
208,2016-07-08 08:14:23,AntoGeekz,397,"RT @AlexJubien: C'est quoi un chatbot ?
Excellent article d'éclairage ! https://t.co/0QejhV8Uwh",fr,,15,0
209,2016-07-08 08:13:39,iotsecurity2,2399,RT @ThingWorx: Wondering what #IntelligentFarming looks like right now? Take a look at this #UseCase ► https://t.co/Tmi70XTb0c #IoT,en,,5,0
210,2016-07-08 08:13:29,DamianoMe,3152,RT @310enterprises: ✜ Machine learning could help revolutionize early Alzheimer’s diagnosis https://t.co/kaVtrF8dY9 #310ei #tech,en,,1,0
211,2016-07-08 08:13:11,Ronny_Meichsner,2183,One-Third of #BigData Developers Use #MachineLearning: Study https://t.co/SX33RkTuHM,en,,0,0
212,2016-07-08 08:13:06,charlie_cheng,1600,RT @KirkDBorne: In-depth #MachineLearning in 15 hours of expert videos: https://t.co/8HuM3sB5Yf #BigData #DataScience by @Rbloggers https:/…,en,,71,0
213,2016-07-08 08:13:04,meichsnerbros,1744,One-Third of #BigData Developers Use #MachineLearning: Study https://t.co/PuHBPjJSaN,en,,0,1
214,2016-07-08 08:12:24,PavolHatala,89,"RT @DavidRenzelmann: https://t.co/T8OdKIYzuh UPMC and IBM to Apply Artificial Intelligence, Machine Learning to ... https://t.co/mTC1dRooje…",en,,2,0
215,2016-07-08 08:12:20,ocarvatchi,870,RT @ThingWorx: Wondering what #IntelligentFarming looks like right now? Take a look at this #UseCase ► https://t.co/Tmi70XTb0c #IoT,en,,5,0
216,2016-07-08 08:12:09,310enterprises,10647,✜ Machine learning could help revolutionize early Alzheimer’s diagnosis https://t.co/kaVtrF8dY9 #310ei #tech,en,,1,0
217,2016-07-08 08:11:58,sexydatascience,2436,RT @CivicOpenData: Over a Third of Big Data Developers Working with Machine Learning &gt; https://t.co/FAUBU7XLJk #data,en,,2,0
218,2016-07-08 08:11:50,Vicki_Online,116,RT @TheDrum: Google continues to invest in AI snapping up French machine learning startup Moodstocks https://t.co/9IZ8eHHANz https://t.co/e…,en,,4,0
219,2016-07-08 08:11:14,FeaturespaceLtd,429,RT @ST_TechTrack: How analytics software developer @FeaturespaceLtd helps firms detect financial fraud @HiscoxUK #TechTrack100 #OTW https:/…,en,,2,0
220,2016-07-08 08:11:14,DamianoMe,3152,RT @dadi: Key trends in #MachineLearning and #ArtificialIntelligence https://t.co/g5EmRSJ9b8 via @TechCrunch #AI,en,,1,0
221,2016-07-08 08:10:59,VernierB,713,"""Machine learning to detect anomalies, recommend products or predict churn"" https://t.co/FKLb6S8vJN",en,,0,2
222,2016-07-08 08:10:14,DamianoMe,3152,"RT @MattDExperis: #MachineLearning is all the rage with #BigData developers
https://t.co/osLX1uttHg https://t.co/huTxtDSL8K",en,,2,0
223,2016-07-08 08:10:09,Mathematics1001,949,The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World: The Master Algorithm:… https://t.co/fxDknwySKm,en,,0,0
224,2016-07-08 08:10:08,DomainSecuritor,1230,RT @SwiftKey: Key trends in machine learning and AI: https://t.co/iNCXG0gGQx via @TechCrunch #ArtificialIntelligence https://t.co/WFlL9LV6jK,en,,1,0
225,2016-07-08 08:09:22,askafif,56,RT @segment: A developer shares how he used natural language processing and machine learning in Python to pre-qualify leads: https://t.co/H…,en,,2,0
226,2016-07-08 08:09:17,ThePrashanth,193,In-depth introduction to machine learning in 15 hours of expert videos https://t.co/rpyVMjbFXJ #ML #AI #data,en,,0,1
227,2016-07-08 08:08:53,bartjkdp,57,"RT @dvdgrs: ML @Netflix ""Is that a Time Machine? Some Design Patterns for Real World Machine Learning"" by @JustinBasilico https://t.co/FJwb…",en,,1,0
228,2016-07-08 08:08:42,Starchariot,87,RT @verge: Google DeepMind will use machine learning to spot eye diseases early https://t.co/ptxzDpanko https://t.co/DiigktMU85,en,,82,0
229,2016-07-08 08:08:39,DamianoMe,3152,"RT @zeuslopez: https://t.co/TR5OfUCERR is hiring a Data Scientist - Machine Learning https://t.co/OF89ttna0l in Amsterdam, Netherlands - RT…",en,,2,0
230,2016-07-08 08:08:35,vhdav,2144,RT @gleonhard: How Google is Remaking Itself as a “Machine Learning First” Company — Backchannel https://t.co/ddAEVFeu0c,en,,5,0
231,2016-07-08 08:08:00,gleonhard,38367,How Google is Remaking Itself as a “Machine Learning First” Company — Backchannel https://t.co/ddAEVFeu0c,en,,5,6
232,2016-07-08 08:07:32,ballantine70,2925,RT @jaskaran78: Algorithms my arse https://t.co/zKaVcf3iUp Another great post by @ballantine70 on the BS hype around AI &amp; Machine Learning.,en,,2,0
233,2016-07-08 08:07:28,Thembinkosi,4305,RT @CathEdToday: Teaching children to operate machines is not education. Only use a machine if it's the best available learning tool. https…,en,,1,0
234,2016-07-08 08:07:27,mahesh_narayan,927,Can AI and machine learning transform the entertainment industry? | Information Age https://t.co/cvRH46lase,en,,0,2
235,2016-07-08 08:07:09,DamianoMe,3152,RT @RealSpeaker: Exploiting machine learning in cybersecurity https://t.co/RgWIFCxBMF,en,,1,0
236,2016-07-08 08:06:51,chatterboxco,970,"""Every application is going to be intelligent"" https://t.co/puneMddcLU #MachineLearning #ArtificialIntelligence",en,,0,0
237,2016-07-08 08:06:49,leslyarun,319,"RT @takipid: How to Get Started with @java Machine Learning using @dl4j1 , BID Data Project and Neuroph https://t.co/dtHkSybJgj",en,,6,0
238,2016-07-08 08:06:41,dadi,556,Key trends in #MachineLearning and #ArtificialIntelligence https://t.co/g5EmRSJ9b8 via @TechCrunch #AI,en,,1,1
239,2016-07-08 08:06:39,DamianoMe,3152,RT @elieah: My answer to What machine learning approaches have won most Kaggle competitions? https://t.co/IC3i5Alheu on. @Quora #kaggle #xg…,en,,1,0
240,2016-07-08 08:06:38,lefep,2070,"RT @davearon: Machine Learning action keeps on coming @dmoschella @stroker:
Google Buys Machine Learning Startup Moodstocks https://t.co/gP…",en,,3,0
241,2016-07-08 08:06:28,afuimaono130,1261,RT @TopBigData: 4⃣[#BigData] Au coeur des tendances du #MachineLearning et de l'#IA https://t.co/0M4AIVfY0x TechCrunch #FlashTweet …,fr,,2,0
242,2016-07-08 08:06:27,mattyjam,719,RT @goldstein: “Machine learning: An ingenious way of disclaiming responsibility for anything”. Great read on engineering ethics https://t.…,en,,1,0
243,2016-07-08 08:06:17,tach_app,558,AlanBleiweiss Feels like twitter could leverage same machine-learning tech as Google &amp; pro-actively limit that stuff everywhereist,en,,0,0
244,2016-07-08 08:06:03,ECommerce_Dv,4,"Become A Learning Machine: How To Read 300 Books This Year SkIn7dj8
☞ https://t.co/PuQLJJiKfr https://t.co/fT2e0qaFT2",en,,0,0
245,2016-07-08 08:06:00,AngelinaR2409,29,"UPMC and IBM to Apply Artificial Intelligence, Machine Learning to Transform Health Care Supply Chain https://t.co/3dXFjnPB49 @IBMHealthcare",en,,0,0
246,2016-07-08 08:05:34,_mezner,150,MarI/O - Machine Learning for Video Games https://t.co/bOZnqYNBlf via @YouTube,en,,0,0
247,2016-07-08 08:05:22,CathEdToday,1635,Teaching children to operate machines is not education. Only use a machine if it's the best available learning tool. https://t.co/fA8UKk6cM8,en,,1,0
248,2016-07-08 08:05:19,SachinDave_,2169,#Google Buys Machine Learning #Startup Moodstocks https://t.co/ayqwPaFpRI,en,,0,0
249,2016-07-08 08:05:17,benakiva,232,"Model evaluation, model selection, and algorithm selection in machine learning - Part I https://t.co/iStN0GEB01 #machinelearning",en,,1,2
250,2016-07-08 08:04:41,Skye_Lalima,164,RT @Clickatell: How Machine Learning &amp; AI Help Engage The #Wimbledon Audience https://t.co/PntFRqpSeS #Watson #AI via @BernardMarr https://…,en,,4,0
251,2016-07-08 08:04:31,MattDExperis,195,"#MachineLearning is all the rage with #BigData developers
https://t.co/osLX1uttHg https://t.co/huTxtDSL8K",en,,2,3
252,2016-07-08 08:04:23,bigboardsio,3416,RT @IBMSoftware: Study: 36% of #bigdata and #analytics developers are using machine learning - https://t.co/WkJrHGPjAz via @eWEEKNews https…,en,,6,0
253,2016-07-08 08:03:26,otomeskhy,436,"RT @mpjme: Phone just autocorrected ""enormous"" to ""snout mpjs"". Machine learning is the future.",en,,6,0
254,2016-07-08 08:03:14,WinObs,21181,Machine learning startup Dato changes name to Turi after trademark battle https://t.co/bQAAEOGfq4,en,,0,0
255,2016-07-08 08:03:11,stephen_oman,1009,"RT @AlisonBLowndes: Current state of #deeplearning @etzioni: ""like climbing to the top of a tree &amp; declaring we are going to the moon"" http…",en,,3,0
256,2016-07-08 08:03:08,iotsecurity2,2399,"RT @cloud_comp_news: How #IoT, big data analytics and #cloud continue to be high priorities for developers https://t.co/TgRpUJ4em9 https://…",en,,12,0
257,2016-07-08 08:02:44,RobotsArmy,2758,"RT @cloud_comp_news: How #IoT, big data analytics and #cloud continue to be high priorities for developers https://t.co/TgRpUJ4em9 https://…",en,,12,0
258,2016-07-08 08:02:29,ccc101work,325,"Telematics Starts With Chips
5G will be the driving force behind vehicle applications involving machine learning,... https://t.co/sqt5L37cZg",en,,0,0
259,2016-07-08 08:02:00,ndemir,466,Datafloq - Best Gitter Channels for Data Science &amp; Machine Learning https://t.co/DnDSL4Oi8l,en,,0,1
260,2016-07-08 08:01:30,ivrpowers,2397,Key trends in machine learning and #AI https://t.co/IaURMxkpUM  #Algorithms #MachineLearning #ArtificialIntelligence,en,,0,0
261,2016-07-08 08:01:21,draftcn4pres,1192,"RT @cloud_comp_news: How #IoT, big data analytics and #cloud continue to be high priorities for developers https://t.co/TgRpUJ4em9 https://…",en,,12,0
262,2016-07-08 08:01:20,jomartigcal,673,"RT @udacity: “This Week in Machine Learning, 8 July 2016” by David Joyner https://t.co/JcN1hu5DZR",en,,6,0
263,2016-07-08 08:01:03,axeleo_fr,3263,#TopAxeleo - #MachineLearning Trends and the Future of Artificial Intelligence 2016 https://t.co/tCKpN1xFFb https://t.co/5mL3RhVkND,en,,0,0
264,2016-07-08 08:01:02,GlobalSunTimes,1570,The Michael Jordan Of Machine Learning Wants To Put Smarter A.I. In Your Home. #Science (https://t.co/N1QmZt5N7u),en,,0,0
265,2016-07-08 08:00:06,Phil_Comtek,2756,"RT @cloud_comp_news: How #IoT, big data analytics and #cloud continue to be high priorities for developers https://t.co/TgRpUJ4em9 https://…",en,,12,0
266,2016-07-08 08:00:04,MattLeMayTalent,144,AI &amp; Machine learning at the core of Google next big play https://t.co/KS2TqNkNus,en,,0,0
267,2016-07-08 08:00:02,glestand,37,Exploiting machine learning in cybersecurity https://t.co/ns5RmeRIjZ,en,,0,0
268,2016-07-08 08:00:01,zeuslopez,73,"https://t.co/TR5OfUCERR is hiring a Data Scientist - Machine Learning https://t.co/OF89ttna0l in Amsterdam, Netherlands - RT please",en,,2,0
269,2016-07-08 07:59:39,hackandcraft,4438,"RT @cloud_comp_news: How #IoT, big data analytics and #cloud continue to be high priorities for developers https://t.co/TgRpUJ4em9 https://…",en,,12,0
270,2016-07-08 07:59:27,The_Art_Of_SEO,425,randfish: AlanBleiweiss Feels like twitter could leverage same machine-learning tech as Google &amp; pro-actively limit that stuff everywhereist,en,,0,1
271,2016-07-08 07:58:55,jackiefloyd,644,"RT @AlisonBLowndes: Current state of #deeplearning @etzioni: ""like climbing to the top of a tree &amp; declaring we are going to the moon"" http…",en,,3,0
272,2016-07-08 07:58:35,jaskaran78,382,Algorithms my arse https://t.co/zKaVcf3iUp Another great post by @ballantine70 on the BS hype around AI &amp; Machine Learning.,en,,2,1
273,2016-07-08 07:58:22,MasterMindDBS,1108,randfish: AlanBleiweiss Feels like twitter could leverage same machine-learning tech as Google &amp; pro-actively limit that stuff everywhereist,en,,0,1
274,2016-07-08 07:58:00,OlympianEmpire,176,@PopSci: The ‘Michael Jordan’ Of Machine Learning Wants To Put Smarter A.I. In Your Home https://t.co/St0lKMXL2k … https://t.co/Z7TmX7HDuR,en,,0,0
275,2016-07-08 07:57:30,tetibmjp1,274,RT @IBMSoftware: Study: 36% of #bigdata and #analytics developers are using machine learning - https://t.co/WkJrHGPjAz via @eWEEKNews https…,en,,6,0
276,2016-07-08 07:57:24,bsemiotica,779,Three Impactful Machine Learning Topics at ICML 2016 https://t.co/DAn5IHb0UD,en,,0,0
277,2016-07-08 07:55:33,alex_holub,281,RT @analyticbridge: A Short History of Machine Learning https://t.co/Zk4ZcUwDg6,en,,7,0
278,2016-07-08 07:55:19,HopeTung,70,Can #AI and #MachineLearning help form an 'entertainment brain' and transform the entertainment industry? How? https://t.co/cck2ntbyRC,en,,0,2
279,2016-07-08 07:55:19,HopeTung1,90,Can #AI and #MachineLearning help form an 'entertainment brain' and transform the entertainment industry? How? https://t.co/5iNed8NMwQ,en,,0,1
280,2016-07-08 07:55:12,RealSpeaker,585,Exploiting machine learning in cybersecurity https://t.co/RgWIFCxBMF,en,,1,0
281,2016-07-08 07:55:10,hurutoriya,770,“Googleが機械学習スタートアップMoodstocksを買収、画像認識機能を強化へ - THE BRIDGE（ザ・ブリッジ）” (4 users) https://t.co/E5XKSL33O6,ja,,0,2
282,2016-07-08 07:54:40,g_referral,1337,Google Buys Machine Learning Startup … https://t.co/YeP4ZIiJUA,en,,0,1
283,2016-07-08 07:53:50,elieah,363,My answer to What machine learning approaches have won most Kaggle competitions? https://t.co/IC3i5Alheu on. @Quora #kaggle #xgboost #data,en,,1,0
284,2016-07-08 07:53:41,jezjames1,73,"RT @awscloud: View, add, edit &amp; delete object tags through the Amazon ML console. Learn more: https://t.co/q3FkQ83H1c https://t.co/bBwub7Ze…",en,,14,0
285,2016-07-08 07:53:09,nathaliemalher1,8,RT @RLDI_Lamy: Séminaire #DIXIT : témoignage croisé d'#Ellisphere et #Parstream sur le développement du service #Ellicible (13 avr.) http:/…,fr,,1,0
286,2016-07-08 07:52:19,biztechpm,377,RT @carlcarrie: Deep Learning and AI Trends | in TechCrunch https://t.co/DSGLXz7vIA,en,,3,0
287,2016-07-08 07:52:18,malleablebyte,1720,"Our machine learning service helped to save the day for one of our community user...
https://t.co/OKY0a7IPLZ https://t.co/RLMtoMTxwA",en,,0,1
288,2016-07-08 07:52:01,randfish,325431,@AlanBleiweiss Feels like @twitter could leverage same machine-learning tech as Google &amp; pro-actively limit that stuff @everywhereist,en,,0,1
289,2016-07-08 07:51:22,renato_umeton,558,RT @analyticbridge: 12 Statistical and Machine Learning Methods that Every Data Scientist ShouldKnow https://t.co/CcAxSZwzYK,en,,6,0
290,2016-07-08 07:51:14,tarahtech,96,Machine Learning Anomaly Detection vs Supervised Learning https://t.co/1gf88rkDSx via @YouTube,en,,0,0
291,2016-07-08 07:50:23,ericaxel,1822,"New post: ""UC San Diego, Human Vaccines Project Harness Advances in Machine Learning"" https://t.co/rzK5eMspJU",en,,0,0
292,2016-07-08 07:50:22,ericaxel,1822,"New post: ""Romonet’s Analytics Platform: New Machine Learning Capabilities to be Launched"" https://t.co/eCyw71vGsI",en,,0,0
293,2016-07-08 07:50:21,kadirsahan,334,RT @analyticbridge: 12 Statistical and Machine Learning Methods that Every Data Scientist ShouldKnow https://t.co/CcAxSZwzYK,en,,6,0
294,2016-07-08 07:50:11,excipi,2631,Three Impactful Machine Learning Topics at ICML 2016 https://t.co/cloKYxpEH9,en,,0,0
295,2016-07-08 07:50:07,FrelanceWkGuide,1965,A Machine Learning Primer https://t.co/yK4YyJ1meX,en,,0,1
296,2016-07-08 07:49:52,NETCheckSA,873,How to Get Started with #Java #MachineLearning https://t.co/xtlEK2cX3D,en,,0,1
297,2016-07-08 07:49:47,homeAIinfo,54095,Hatstand Teams Up SQream To Use Machine Learning https://t.co/pIM0oedArH https://t.co/67MyXTDijv,en,,0,0
298,2016-07-08 07:49:26,terminatorstud,250,"RT @FrankPasquale: Suchman brilliantly critiques mystification of #AINow as field saturated with anthropomorphic metaphors (machine ""learni…",en,,27,0
299,2016-07-08 07:48:47,ribeiroandreia9,22,#ipammktdigital  https://t.co/v9RsIWobbE,und,,0,0
300,2016-07-08 07:48:27,Boyer_Rene,10514,"RT @flamup24: This Week in Machine Learning, 8 July 2016 #MachineLearning... https://t.co/eykzw1stiQ",en,,6,0
301,2016-07-08 07:48:15,JasonPalmer1971,389,Machine Learning Projects for .NET Developers by Mathias Brandewinder https://t.co/uBZaGEyvY8 via @AmazonUK,en,,0,0
302,2016-07-08 07:48:12,moritatomohiro,652,"画像解析でアルツハイマーの早期発見。やっぱ画像は太刀打ちできん""Machine learning could help revolutionize early Alzheimer’s diagnosis"" #tech #feedly https://t.co/X1bUzyIU6R",ja,,0,0
303,2016-07-08 07:48:00,sjoguet,310,https://t.co/0VjgoHblVC #cybersecurity @CESIN_France,und,,0,0
304,2016-07-08 07:47:26,ThinesCS,250,RT @analyticbridge: A Short History of Machine Learning https://t.co/Zk4ZcUwDg6,en,,7,0
305,2016-07-08 07:46:35,ansalort,142,A Short History of Machine Learning #ML  https://t.co/oUC7yuv59q,en,,0,0
306,2016-07-08 07:46:32,saurabhprasad,1315,RT @analyticbridge: 12 Statistical and Machine Learning Methods that Every Data Scientist ShouldKnow https://t.co/CcAxSZwzYK,en,,6,0
307,2016-07-08 07:46:15,WiciCymru,2422,RT @analyticbridge: 12 Statistical and Machine Learning Methods that Every Data Scientist ShouldKnow https://t.co/CcAxSZwzYK,en,,6,0
308,2016-07-08 07:46:12,draftcn4pres,1191,RT @_ngoo: #UPMC and IBM to Apply Artificial Intelligence Machine Learning to Transform Health Care Supply... Read more: https://t.co/JNMAZ…,en,,2,0
309,2016-07-08 07:46:06,lordofgames,104,RT @PopSci: The ‘Michael Jordan’ Of Machine Learning Wants To Put Smarter A.I. In Your Home https://t.co/iNZngvuWSj https://t.co/RQlVb0WeEo,en,,13,0
310,2016-07-08 07:46:05,FmFrancoise,1641,RT @analyticbridge: A Short History of Machine Learning https://t.co/Zk4ZcUwDg6,en,,7,0
311,2016-07-08 07:45:34,InfonomicsToday,2055,https://t.co/h6kvpdVf9T 12 Statistical and Machine Learning Methods that Every Data Scientist ShouldKnow https://t.co/S31h2IaayN #infonomics,en,,0,0
312,2016-07-08 07:45:23,agissardelis,172,RT @KirkDBorne: In-depth #MachineLearning in 15 hours of expert videos: https://t.co/8HuM3sB5Yf #BigData #DataScience by @Rbloggers https:/…,en,,71,0
313,2016-07-08 07:45:16,forumi22n,301,RT @cs4fn: Computer made of sweets and cups that learns the game faster than you - learn about machine learning algorithms https://t.co/jNG…,en,,2,0
