created_at,user,text,text_preprocessed,text_tokens,text_stem,text_lemmatize,pos_tags,text_named_entities
2016-07-07 12:06:16,Naveen14111,Machine Learning day - 9th July 2016 (Saturday) - Kochi https://t.co/MjijfM9jUb,Machine Learning day   9th July 2016  Saturday    Kochi https   t co MjijfM9jUb,"machine,learning,day,9th,july,2016,saturday,kochi,https,co,mjijfm9jub", Machin Learn day 9th Juli 2016 Saturday Kochi http t co MjijfM9jUb, Machine Learning day 9th July 2016 Saturday Kochi http t co MjijfM9jUb,"[('Machine', 'NN'), ('Learning', 'NNP'), ('day', 'NN'), ('9th', 'CD'), ('July', 'NNP'), ('2016', 'CD'), ('Saturday', 'NNP'), ('Kochi', 'NNP'), ('https', 'VBZ'), ('t', 'NN'), ('co', 'NN'), ('MjijfM9jUb', 'NNP')]","['Machine Learning', 'MjijfM9jUb']"
2016-07-07 12:06:12,mariawolters,"RT @GlobalHealthEdi: Leckraj Amal Bholah @mscehealth - ""Machine Learning"" #GHAUganda16 https://t.co/LKBrc2Nf6F",RT  GlobalHealthEdi  Leckraj Amal Bholah  mscehealth    Machine Learning   GHAUganda16 https   t co LKBrc2Nf6F,"rt,globalhealthedi,leckraj,amal,bholah,mscehealth,machine,learning,ghauganda16,https,co,lkbrc2nf6f", RT GlobalHealthEdi Leckraj Amal Bholah mscehealth Machin Learn GHAUganda16 http t co LKBrc2Nf6F, RT GlobalHealthEdi Leckraj Amal Bholah mscehealth Machine Learning GHAUganda16 http t co LKBrc2Nf6F,"[('RT', 'NN'), ('GlobalHealthEdi', 'NNP'), ('Leckraj', 'NNP'), ('Amal', 'NNP'), ('Bholah', 'NNP'), ('mscehealth', 'NN'), ('Machine', 'NNP'), ('Learning', 'NNP'), ('GHAUganda16', 'NNP'), ('https', 'VBZ'), ('t', 'NN'), ('co', 'NN'), ('LKBrc2Nf6F', 'NNP')]","['RT', 'GlobalHealthEdi Leckraj Amal Bholah', 'Machine Learning', 'LKBrc2Nf6F']"
2016-07-07 12:05:39,nmfeeds,[O] https://t.co/AeGFvMNXdi Tensor Decomposition for Signal Processing and Machine Learning. Tensors or multi-way arrays a..., O  https   t co AeGFvMNXdi Tensor Decomposition for Signal Processing and Machine Learning  Tensors or multi way arrays a   ,"https,co,aegfvmnxdi,tensor,decomposition,signal,processing,machine,learning,tensors,multi,way,arrays", O http t co AeGFvMNXdi Tensor Decomposit for Signal Process and Machin Learn Tensor or multi way array a, O http t co AeGFvMNXdi Tensor Decomposition for Signal Processing and Machine Learning Tensors or multi way array a,"[('O', 'NNP'), ('https', 'NNS'), ('t', 'VBP'), ('co', 'NN'), ('AeGFvMNXdi', 'NNP'), ('Tensor', 'NNP'), ('Decomposition', 'NNP'), ('for', 'IN'), ('Signal', 'NNP'), ('Processing', 'NNP'), ('and', 'CC'), ('Machine', 'NNP'), ('Learning', 'NNP'), ('Tensors', 'NNP'), ('or', 'CC'), ('multi', 'VB'), ('way', 'NN'), ('arrays', 'NNS'), ('a', 'DT')]","['AeGFvMNXdi Tensor Decomposition', 'Signal Processing', 'Machine Learning Tensors']"
2016-07-07 12:05:37,Exp_Mark,RT @Renniebennie: Google acquires French machine learning startup Moodstocks in image-recognition push https://t.co/laoKQeX5Uf via @GeekWire,RT  Renniebennie  Google acquires French machine learning startup Moodstocks in image recognition push https   t co laoKQeX5Uf via  GeekWire,"rt,renniebennie,google,acquires,french,machine,learning,startup,moodstocks,image,recognition,push,https,co,laokqex5uf,via,geekwire", RT Renniebenni Googl acquir French machin learn startup Moodstock in imag recognit push http t co laoKQeX5Uf via GeekWir, RT Renniebennie Google acquires French machine learning startup Moodstocks in image recognition push http t co laoKQeX5Uf via GeekWire,"[('RT', 'NN'), ('Renniebennie', 'NNP'), ('Google', 'NNP'), ('acquires', 'VBZ'), ('French', 'JJ'), ('machine', 'NN'), ('learning', 'NN'), ('startup', 'NN'), ('Moodstocks', 'NNS'), ('in', 'IN'), ('image', 'NN'), ('recognition', 'NN'), ('push', 'NN'), ('https', 'NNS'), ('t', 'VBP'), ('co', 'NN'), ('laoKQeX5Uf', 'NNP'), ('via', 'IN'), ('GeekWire', 'NNP')]","['RT Renniebennie Google', 'French', 'laoKQeX5Uf', 'GeekWire']"
2016-07-07 12:05:04,OlympianEmpire,Key trends in machine learning and AI via /r/technology https://t.co/lxB1HrhVpa,Key trends in machine learning and AI via  r technology https   t co lxB1HrhVpa,"key,trends,machine,learning,ai,via,r,technology,https,co,lxb1hrhvpa", Key trend in machin learn and AI via r technolog http t co lxB1HrhVpa, Key trend in machine learning and AI via r technology http t co lxB1HrhVpa,"[('Key', 'NNP'), ('trends', 'NNS'), ('in', 'IN'), ('machine', 'NN'), ('learning', 'NN'), ('and', 'CC'), ('AI', 'NNP'), ('via', 'IN'), ('r', 'NN'), ('technology', 'NN'), ('https', 'NNS'), ('t', 'VBP'), ('co', 'NN'), ('lxB1HrhVpa', 'NNP')]","['Key', 'lxB1HrhVpa']"
2016-07-07 12:04:38,olegshilovitsky,"RT @beyondplm: new blog - Product data, machine learning and Manufacturing as a Service https://t.co/jGRvKs2pfS https://t.co/8c0nmiaPf5",RT  beyondplm  new blog   Product data  machine learning and Manufacturing as a Service https   t co jGRvKs2pfS https   t co 8c0nmiaPf5,"rt,beyondplm,new,blog,product,data,machine,learning,manufacturing,service,https,co,jgrvks2pfs,https,co,8c0nmiapf5", RT beyondplm new blog Product data machin learn and Manufactur as a Servic http t co jGRvKs2pf http t co 8c0nmiaPf5, RT beyondplm new blog Product data machine learning and Manufacturing a a Service http t co jGRvKs2pfS http t co 8c0nmiaPf5,"[('RT', 'NN'), ('beyondplm', 'NN'), ('new', 'JJ'), ('blog', 'NN'), ('Product', 'NN'), ('data', 'NNS'), ('machine', 'NN'), ('learning', 'VBG'), ('and', 'CC'), ('Manufacturing', 'NNP'), ('as', 'IN'), ('a', 'DT'), ('Service', 'NNP'), ('https', 'VBZ'), ('t', 'NN'), ('co', 'NN'), ('jGRvKs2pfS', 'NNP'), ('https', 'NNS'), ('t', 'VBP'), ('co', 'NN'), ('8c0nmiaPf5', 'CD')]","['RT', 'jGRvKs2pfS']"
2016-07-07 12:04:30,beyondplm,"new blog - Product data, machine learning and Manufacturing as a Service https://t.co/jGRvKs2pfS https://t.co/8c0nmiaPf5",new blog   Product data  machine learning and Manufacturing as a Service https   t co jGRvKs2pfS https   t co 8c0nmiaPf5,"new,blog,product,data,machine,learning,manufacturing,service,https,co,jgrvks2pfs,https,co,8c0nmiapf5", new blog Product data machin learn and Manufactur as a Servic http t co jGRvKs2pf http t co 8c0nmiaPf5, new blog Product data machine learning and Manufacturing a a Service http t co jGRvKs2pfS http t co 8c0nmiaPf5,"[('new', 'JJ'), ('blog', 'NN'), ('Product', 'NN'), ('data', 'NNS'), ('machine', 'NN'), ('learning', 'VBG'), ('and', 'CC'), ('Manufacturing', 'NNP'), ('as', 'IN'), ('a', 'DT'), ('Service', 'NNP'), ('https', 'VBZ'), ('t', 'NN'), ('co', 'NN'), ('jGRvKs2pfS', 'NNP'), ('https', 'NNS'), ('t', 'VBP'), ('co', 'NN'), ('8c0nmiaPf5', 'CD')]",['jGRvKs2pfS']
2016-07-07 12:04:07,crodriguezpy,"RT @NandoDF: Google DeepMind pairs with NHS to use machine learning to fight blindness | Nice work team, so proud! https://t.co/IPv2YL8k4t",RT  NandoDF  Google DeepMind pairs with NHS to use machine learning to fight blindness   Nice work team  so proud  https   t co IPv2YL8k4t,"rt,nandodf,google,deepmind,pairs,nhs,use,machine,learning,fight,blindness,nice,work,team,proud,https,co,ipv2yl8k4t", RT NandoDF Googl DeepMind pair with NH to use machin learn to fight blind Nice work team so proud http t co IPv2YL8k4t, RT NandoDF Google DeepMind pair with NHS to use machine learning to fight blindness Nice work team so proud http t co IPv2YL8k4t,"[('RT', 'NN'), ('NandoDF', 'NNP'), ('Google', 'NNP'), ('DeepMind', 'NNP'), ('pairs', 'NNS'), ('with', 'IN'), ('NHS', 'NNP'), ('to', 'TO'), ('use', 'VB'), ('machine', 'NN'), ('learning', 'NN'), ('to', 'TO'), ('fight', 'NN'), ('blindness', 'NN'), ('Nice', 'NNP'), ('work', 'NN'), ('team', 'NN'), ('so', 'RB'), ('proud', 'JJ'), ('https', 'NNS'), ('t', 'VBP'), ('co', 'NN'), ('IPv2YL8k4t', 'NNP')]","['RT', 'NandoDF Google', 'NHS', 'IPv2YL8k4t']"
2016-07-07 12:03:47,SRToolbox,RT @ijmarshall: RobotReviewer (our machine learning software for analysing clinical trials) soon to be on the amazing @tripdatabase https:/…,RT  ijmarshall  RobotReviewer  our machine learning software for analysing clinical trials  soon to be on the amazing  tripdatabase https     ,"rt,ijmarshall,robotreviewer,machine,learning,software,analysing,clinical,trials,soon,amazing,tripdatabase,https", RT ijmarshal RobotReview our machin learn softwar for analys clinic trial soon to be on the amaz tripdatabas http, RT ijmarshall RobotReviewer our machine learning software for analysing clinical trial soon to be on the amazing tripdatabase http,"[('RT', 'NN'), ('ijmarshall', 'VBD'), ('RobotReviewer', 'NNP'), ('our', 'PRP$'), ('machine', 'NN'), ('learning', 'VBG'), ('software', 'NN'), ('for', 'IN'), ('analysing', 'NN'), ('clinical', 'JJ'), ('trials', 'NNS'), ('soon', 'RB'), ('to', 'TO'), ('be', 'VB'), ('on', 'IN'), ('the', 'DT'), ('amazing', 'NN'), ('tripdatabase', 'NN'), ('https', 'NNS')]","['RT', 'RobotReviewer']"
2016-07-07 12:03:16,nmfeeds,[O] https://t.co/FxbpasoeXF An Aggregate and Iterative Disaggregate Algorithm with Proven Optimality in Machine Learning. ..., O  https   t co FxbpasoeXF An Aggregate and Iterative Disaggregate Algorithm with Proven Optimality in Machine Learning     ,"https,co,fxbpasoexf,aggregate,iterative,disaggregate,algorithm,proven,optimality,machine,learning", O http t co FxbpasoeXF An Aggreg and Iter Disaggreg Algorithm with Proven Optim in Machin Learn, O http t co FxbpasoeXF An Aggregate and Iterative Disaggregate Algorithm with Proven Optimality in Machine Learning,"[('O', 'NNP'), ('https', 'NNS'), ('t', 'VBP'), ('co', 'NN'), ('FxbpasoeXF', 'NNP'), ('An', 'NNP'), ('Aggregate', 'NNP'), ('and', 'CC'), ('Iterative', 'NNP'), ('Disaggregate', 'NNP'), ('Algorithm', 'NNP'), ('with', 'IN'), ('Proven', 'NNP'), ('Optimality', 'NNP'), ('in', 'IN'), ('Machine', 'NNP'), ('Learning', 'NNP')]","['FxbpasoeXF An Aggregate', 'Iterative Disaggregate Algorithm', 'Proven Optimality', 'Machine Learning']"
2016-07-07 12:03:16,masturias,Security Embraces Advanced Analytics and Machine Learning - Smarter With Gartner #security https://t.co/0UcaUZNCPf https://t.co/3BErfUBGwS,Security Embraces Advanced Analytics and Machine Learning   Smarter With Gartner  security https   t co 0UcaUZNCPf https   t co 3BErfUBGwS,"security,embraces,advanced,analytics,machine,learning,smarter,gartner,security,https,co,0ucauzncpf,https,co,3berfubgws", Secur Embrac Advanc Analyt and Machin Learn Smarter With Gartner secur http t co 0UcaUZNCPf http t co 3BErfUBGw, Security Embraces Advanced Analytics and Machine Learning Smarter With Gartner security http t co 0UcaUZNCPf http t co 3BErfUBGwS,"[('Security', 'NN'), ('Embraces', 'NNS'), ('Advanced', 'NNP'), ('Analytics', 'NNP'), ('and', 'CC'), ('Machine', 'NNP'), ('Learning', 'NNP'), ('Smarter', 'NNP'), ('With', 'NNP'), ('Gartner', 'NNP'), ('security', 'NN'), ('https', 'NNS'), ('t', 'VBP'), ('co', 'NN'), ('0UcaUZNCPf', 'CD'), ('https', 'NNS'), ('t', 'NN'), ('co', 'NN'), ('3BErfUBGwS', 'CD')]","['Security Embraces Advanced Analytics', 'Machine Learning Smarter With Gartner']"
2016-07-07 12:03:13,ankitgujrati27,"Machine Learning Driven Programming: A New Programming for a New World

https://t.co/s5s8CiIewB","Machine Learning Driven Programming  A New Programming for a New World

https   t co s5s8CiIewB","machine,learning,driven,programming,new,programming,new,world,https,co,s5s8ciiewb", Machin Learn Driven Program A New Program for a New World http t co s5s8CiIewB, Machine Learning Driven Programming A New Programming for a New World http t co s5s8CiIewB,"[('Machine', 'NN'), ('Learning', 'NNP'), ('Driven', 'NNP'), ('Programming', 'NNP'), ('A', 'NNP'), ('New', 'NNP'), ('Programming', 'NNP'), ('for', 'IN'), ('a', 'DT'), ('New', 'NNP'), ('World', 'NNP'), ('https', 'NNS'), ('t', 'VBP'), ('co', 'NN'), ('s5s8CiIewB', 'NNP')]","['Machine Learning Driven', 's5s8CiIewB']"
2016-07-07 12:03:08,cmtsolutionvn,"Marketers and Machine Learning: Faster, Smarter, More Effective
https://t.co/nKW09XDo2J","Marketers and Machine Learning  Faster  Smarter  More Effective
https   t co nKW09XDo2J","marketers,machine,learning,faster,smarter,effective,https,co,nkw09xdo2j", Market and Machin Learn Faster Smarter More Effect http t co nKW09XDo2J, Marketers and Machine Learning Faster Smarter More Effective http t co nKW09XDo2J,"[('Marketers', 'NNS'), ('and', 'CC'), ('Machine', 'NNP'), ('Learning', 'NNP'), ('Faster', 'NNP'), ('Smarter', 'NNP'), ('More', 'NNP'), ('Effective', 'NNP'), ('https', 'VBZ'), ('t', 'NN'), ('co', 'NN'), ('nKW09XDo2J', 'NNP')]","['Machine Learning Faster Smarter More Effective', 'nKW09XDo2J']"
2016-07-07 12:03:05,Zyrobotics,"RT @Creat1veGames: Reading @zyrobotics' Rebuilding the brain: Using AI, electrodes, and machine learning to bridge gaps in the h... https:/…",RT  Creat1veGames  Reading  zyrobotics  Rebuilding the brain  Using AI  electrodes  and machine learning to bridge gaps in the h    https     ,"rt,creat1vegames,reading,zyrobotics,rebuilding,brain,using,ai,electrodes,machine,learning,bridge,gaps,h,https", RT Creat1veGam Read zyrobot Rebuild the brain Use AI electrod and machin learn to bridg gap in the h http, RT Creat1veGames Reading zyrobotics Rebuilding the brain Using AI electrode and machine learning to bridge gap in the h http,"[('RT', 'NN'), ('Creat1veGames', 'NNP'), ('Reading', 'NNP'), ('zyrobotics', 'NNS'), ('Rebuilding', 'NNP'), ('the', 'DT'), ('brain', 'NN'), ('Using', 'NNP'), ('AI', 'NNP'), ('electrodes', 'VBZ'), ('and', 'CC'), ('machine', 'NN'), ('learning', 'NN'), ('to', 'TO'), ('bridge', 'VB'), ('gaps', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('h', 'NN'), ('https', 'NNS')]","['RT', 'Creat1veGames Reading']"
2016-07-07 12:03:04,teastouch,RT @AlexanderD_Beck: Why you need to understand machine learning  World Economic Forum https://t.co/QD1dgDDWB7 #machinelearning #innovation,RT  AlexanderD_Beck  Why you need to understand machine learning  World Economic Forum https   t co QD1dgDDWB7  machinelearning  innovation,"rt,alexanderd_beck,need,understand,machine,learning,world,economic,forum,https,co,qd1dgddwb7,machinelearning,innovation", RT AlexanderD_Beck Whi you need to understand machin learn World Econom Forum http t co QD1dgDDWB7 machinelearn innov, RT AlexanderD_Beck Why you need to understand machine learning World Economic Forum http t co QD1dgDDWB7 machinelearning innovation,"[('RT', 'NN'), ('AlexanderD_Beck', 'NNP'), ('Why', 'NNP'), ('you', 'PRP'), ('need', 'VBP'), ('to', 'TO'), ('understand', 'VB'), ('machine', 'NN'), ('learning', 'VBG'), ('World', 'NNP'), ('Economic', 'NNP'), ('Forum', 'NNP'), ('https', 'VBZ'), ('t', 'NN'), ('co', 'NN'), ('QD1dgDDWB7', 'NNP'), ('machinelearning', 'NN'), ('innovation', 'NN')]","['RT', 'AlexanderD_Beck Why', 'QD1dgDDWB7']"
2016-07-07 12:02:43,fbarth,Great text. Everyone who works with Machine Learning must read this. https://t.co/lvqmYXeaWQ,Great text  Everyone who works with Machine Learning must read this  https   t co lvqmYXeaWQ,"great,text,everyone,works,machine,learning,must,read,https,co,lvqmyxeawq", Great text Everyon who work with Machin Learn must read thi http t co lvqmYXeaWQ, Great text Everyone who work with Machine Learning must read this http t co lvqmYXeaWQ,"[('Great', 'NNP'), ('text', 'VBD'), ('Everyone', 'NNP'), ('who', 'WP'), ('works', 'VBZ'), ('with', 'IN'), ('Machine', 'NNP'), ('Learning', 'NNP'), ('must', 'MD'), ('read', 'VB'), ('this', 'DT'), ('https', 'NNS'), ('t', 'VBP'), ('co', 'NN'), ('lvqmYXeaWQ', 'NNP')]","['Great', 'Machine Learning', 'lvqmYXeaWQ']"
2016-07-07 12:02:38,sutisoft,".@Google buys machine learning startup @Moodstocks to help your phone’s camera identify objects

https://t.co/oINjPVgIHs via @VentureBeat","  Google buys machine learning startup  Moodstocks to help your phone   s camera identify objects

https   t co oINjPVgIHs via  VentureBeat","google,buys,machine,learning,startup,moodstocks,help,phone,camera,identify,objects,https,co,oinjpvgihs,via,venturebeat", Googl buy machin learn startup Moodstock to help your phone s camera identifi object http t co oINjPVgIH via VentureBeat, Google buy machine learning startup Moodstocks to help your phone s camera identify object http t co oINjPVgIHs via VentureBeat,"[('Google', 'NNP'), ('buys', 'VBZ'), ('machine', 'NN'), ('learning', 'VBG'), ('startup', 'NN'), ('Moodstocks', 'NNS'), ('to', 'TO'), ('help', 'VB'), ('your', 'PRP$'), ('phone', 'NN'), ('s', 'NNS'), ('camera', 'NN'), ('identify', 'NN'), ('objects', 'NNS'), ('https', 'NNS'), ('t', 'VBP'), ('co', 'NN'), ('oINjPVgIHs', 'NNP'), ('via', 'IN'), ('VentureBeat', 'NNP')]","['Google', 'oINjPVgIHs', 'VentureBeat']"
2016-07-07 12:02:31,authormrmike059,"RT @davegershgorn: Instead of slamming your face into your keyboard after the next big machine learning announcement, play A.I. Bingo! http…",RT  davegershgorn  Instead of slamming your face into your keyboard after the next big machine learning announcement  play A I  Bingo  http   ,"rt,davegershgorn,instead,slamming,face,keyboard,next,big,machine,learning,announcement,play,bingo,http", RT davegershgorn Instead of slam your face into your keyboard after the next big machin learn announc play A I Bingo http, RT davegershgorn Instead of slamming your face into your keyboard after the next big machine learning announcement play A I Bingo http,"[('RT', 'NN'), ('davegershgorn', 'NN'), ('Instead', 'RB'), ('of', 'IN'), ('slamming', 'VBG'), ('your', 'PRP$'), ('face', 'NN'), ('into', 'IN'), ('your', 'PRP$'), ('keyboard', 'NN'), ('after', 'IN'), ('the', 'DT'), ('next', 'JJ'), ('big', 'JJ'), ('machine', 'NN'), ('learning', 'NN'), ('announcement', 'NN'), ('play', 'NN'), ('A', 'DT'), ('I', 'PRP'), ('Bingo', 'NNP'), ('http', 'NN')]",['RT']
2016-07-07 12:02:28,joelfrunner,RT @JCIM_ACS: Bayesian &amp; machine learning models to predict invivo activity for Mtb https://t.co/oLAcIP9oG3 @CDDVault @joelfrunner https://…,RT  JCIM_ACS  Bayesian  amp  machine learning models to predict invivo activity for Mtb https   t co oLAcIP9oG3  CDDVault  joelfrunner https      ,"rt,jcim_acs,bayesian,amp,machine,learning,models,predict,invivo,activity,mtb,https,co,olacip9og3,cddvault,joelfrunner,https", RT JCIM_AC Bayesian amp machin learn model to predict invivo activ for Mtb http t co oLAcIP9oG3 CDDVault joelfrunn http, RT JCIM_ACS Bayesian amp machine learning model to predict invivo activity for Mtb http t co oLAcIP9oG3 CDDVault joelfrunner http,"[('RT', 'NN'), ('JCIM_ACS', 'NNP'), ('Bayesian', 'NNP'), ('amp', 'NN'), ('machine', 'NN'), ('learning', 'VBG'), ('models', 'NNS'), ('to', 'TO'), ('predict', 'VB'), ('invivo', 'NN'), ('activity', 'NN'), ('for', 'IN'), ('Mtb', 'NNP'), ('https', 'NNS'), ('t', 'VBP'), ('co', 'NN'), ('oLAcIP9oG3', 'NNP'), ('CDDVault', 'NNP'), ('joelfrunner', 'NN'), ('https', 'NNS')]","['RT', 'JCIM_ACS Bayesian', 'oLAcIP9oG3']"
2016-07-07 12:02:24,SmarterRetailer,Machine learning for large-scale SEM accounts https://t.co/UizUNMqFyY https://t.co/xQVP0lk1s5,Machine learning for large scale SEM accounts https   t co UizUNMqFyY https   t co xQVP0lk1s5,"machine,learning,large,scale,sem,accounts,https,co,uizunmqfyy,https,co,xqvp0lk1s5", Machin learn for larg scale SEM account http t co UizUNMqFyY http t co xQVP0lk1s5, Machine learning for large scale SEM account http t co UizUNMqFyY http t co xQVP0lk1s5,"[('Machine', 'NN'), ('learning', 'NN'), ('for', 'IN'), ('large', 'JJ'), ('scale', 'NN'), ('SEM', 'NNP'), ('accounts', 'NNS'), ('https', 'VBZ'), ('t', 'NN'), ('co', 'NN'), ('UizUNMqFyY', 'NNP'), ('https', 'NNS'), ('t', 'VBP'), ('co', 'NN'), ('xQVP0lk1s5', 'NNP')]","['Machine', 'UizUNMqFyY', 'xQVP0lk1s5']"
2016-07-07 12:01:56,solutionsdirect,10 Ways #MachineLearning is Revolutionizing #Manufacturing: https://t.co/DD3gzDs6J9 via @Forbes,10 Ways  MachineLearning is Revolutionizing  Manufacturing  https   t co DD3gzDs6J9 via  Forbes,"10,ways,machinelearning,revolutionizing,manufacturing,https,co,dd3gzds6j9,via,forbes", 10 Way MachineLearn is Revolution Manufactur http t co DD3gzDs6J9 via Forb, 10 Ways MachineLearning is Revolutionizing Manufacturing http t co DD3gzDs6J9 via Forbes,"[('10', 'CD'), ('Ways', 'NNS'), ('MachineLearning', 'NNP'), ('is', 'VBZ'), ('Revolutionizing', 'NNP'), ('Manufacturing', 'NNP'), ('https', 'VBZ'), ('t', 'NN'), ('co', 'NN'), ('DD3gzDs6J9', 'NNP'), ('via', 'IN'), ('Forbes', 'NNP')]","['DD3gzDs6J9', 'Forbes']"
2016-07-07 12:01:52,Audible_Careers,"Come craft your next #SDE career move with #Audible! Reach out to our #TechRecruiter, Dawn Barry. https://t.co/4nwmPtuxcA #software",Come craft your next  SDE career move with  Audible  Reach out to our  TechRecruiter  Dawn Barry  https   t co 4nwmPtuxcA  software,"come,craft,next,sde,career,move,audible,reach,techrecruiter,dawn,barry,https,co,4nwmptuxca,software", Come craft your next SDE career move with Audibl Reach out to our TechRecruit Dawn Barri http t co 4nwmPtuxcA softwar, Come craft your next SDE career move with Audible Reach out to our TechRecruiter Dawn Barry http t co 4nwmPtuxcA software,"[('Come', 'NNP'), ('craft', 'VBD'), ('your', 'PRP$'), ('next', 'JJ'), ('SDE', 'NNP'), ('career', 'NN'), ('move', 'NN'), ('with', 'IN'), ('Audible', 'NNP'), ('Reach', 'NNP'), ('out', 'IN'), ('to', 'TO'), ('our', 'PRP$'), ('TechRecruiter', 'NNP'), ('Dawn', 'NNP'), ('Barry', 'NNP'), ('https', 'VBZ'), ('t', 'NN'), ('co', 'NN'), ('4nwmPtuxcA', 'CD'), ('software', 'NN')]","['Come', 'Audible Reach']"
2016-07-07 12:01:37,ITK_OWL,Bitkom_Startup: Now on SAP's stage: NVIDIA_DE ctmagazin &amp; mlnoga (SAP) on machine learning and how #AI reinvents  … https://t.co/PLJYGNpAxS,Bitkom_Startup  Now on SAP s stage  NVIDIA_DE ctmagazin  amp  mlnoga  SAP  on machine learning and how  AI reinvents      https   t co PLJYGNpAxS,"bitkom_startup,sap,stage,nvidia_de,ctmagazin,amp,mlnoga,sap,machine,learning,ai,reinvents,https,co,pljygnpaxs", Bitkom_Startup Now on SAP s stage NVIDIA_D ctmagazin amp mlnoga SAP on machin learn and how AI reinvent http t co PLJYGNpAx, Bitkom_Startup Now on SAP s stage NVIDIA_DE ctmagazin amp mlnoga SAP on machine learning and how AI reinvents http t co PLJYGNpAxS,"[('Bitkom_Startup', 'NNP'), ('Now', 'NNP'), ('on', 'IN'), ('SAP', 'NNP'), ('s', 'NNS'), ('stage', 'VBP'), ('NVIDIA_DE', 'NNP'), ('ctmagazin', 'NN'), ('amp', 'NN'), ('mlnoga', 'NN'), ('SAP', 'NNP'), ('on', 'IN'), ('machine', 'NN'), ('learning', 'NN'), ('and', 'CC'), ('how', 'WRB'), ('AI', 'NNP'), ('reinvents', 'NNS'), ('https', 'VBZ'), ('t', 'NN'), ('co', 'NN'), ('PLJYGNpAxS', 'NNP')]","['Bitkom_Startup Now', 'SAP', 'NVIDIA_DE', 'SAP', 'PLJYGNpAxS']"
2016-07-07 12:01:32,DigitalMatchbox,"SearchCap: Machine learning, content marketing &amp; search rankings - https://t.co/yn93OFVPI9 via @sengineland",SearchCap  Machine learning  content marketing  amp  search rankings   https   t co yn93OFVPI9 via  sengineland,"searchcap,machine,learning,content,marketing,amp,search,rankings,https,co,yn93ofvpi9,via,sengineland", SearchCap Machin learn content market amp search rank http t co yn93OFVPI9 via sengineland, SearchCap Machine learning content marketing amp search ranking http t co yn93OFVPI9 via sengineland,"[('SearchCap', 'NNP'), ('Machine', 'NNP'), ('learning', 'NN'), ('content', 'NN'), ('marketing', 'NN'), ('amp', 'NN'), ('search', 'NN'), ('rankings', 'NNS'), ('https', 'NNS'), ('t', 'VBP'), ('co', 'NN'), ('yn93OFVPI9', 'NNP'), ('via', 'IN'), ('sengineland', 'NN')]","['SearchCap Machine', 'yn93OFVPI9']"
2016-07-07 12:01:06,tianhuil,RT @KirkDBorne: Basic #MachineLearning Principles: https://t.co/Z8DBNovr7b #BigData #DataScience #AI by @AnalyticsVidhya https://t.co/x1oJg…,RT  KirkDBorne  Basic  MachineLearning Principles  https   t co Z8DBNovr7b  BigData  DataScience  AI by  AnalyticsVidhya https   t co x1oJg   ,"rt,kirkdborne,basic,machinelearning,principles,https,co,z8dbnovr7b,bigdata,datascience,ai,analyticsvidhya,https,co,x1ojg", RT KirkDBorn Basic MachineLearn Principl http t co Z8DBNovr7b BigData DataSci AI by AnalyticsVidhya http t co x1oJg, RT KirkDBorne Basic MachineLearning Principles http t co Z8DBNovr7b BigData DataScience AI by AnalyticsVidhya http t co x1oJg,"[('RT', 'NN'), ('KirkDBorne', 'NNP'), ('Basic', 'NNP'), ('MachineLearning', 'NNP'), ('Principles', 'NNP'), ('https', 'VBZ'), ('t', 'NN'), ('co', 'NN'), ('Z8DBNovr7b', 'NNP'), ('BigData', 'NNP'), ('DataScience', 'NNP'), ('AI', 'NNP'), ('by', 'IN'), ('AnalyticsVidhya', 'NNP'), ('https', 'NNS'), ('t', 'VBP'), ('co', 'NN'), ('x1oJg', 'NNP')]","['RT', 'KirkDBorne Basic', 'Z8DBNovr7b', 'AnalyticsVidhya', 'x1oJg']"
2016-07-07 12:01:05,tianhuil,"RT @KirkDBorne: ""Introducing #DataScience: Applying #MachineLearning on #BigData using #Python tools"" https://t.co/xxSoerwr0B #abdsc https:…",RT  KirkDBorne   Introducing  DataScience  Applying  MachineLearning on  BigData using  Python tools  https   t co xxSoerwr0B  abdsc https    ,"rt,kirkdborne,introducing,datascience,applying,machinelearning,bigdata,using,python,tools,https,co,xxsoerwr0b,abdsc,https", RT KirkDBorn Introduc DataSci Appli MachineLearn on BigData use Python tool http t co xxSoerwr0B abdsc http, RT KirkDBorne Introducing DataScience Applying MachineLearning on BigData using Python tool http t co xxSoerwr0B abdsc http,"[('RT', 'NN'), ('KirkDBorne', 'NNP'), ('Introducing', 'NNP'), ('DataScience', 'NNP'), ('Applying', 'NNP'), ('MachineLearning', 'NNP'), ('on', 'IN'), ('BigData', 'NNP'), ('using', 'NN'), ('Python', 'NNP'), ('tools', 'NNS'), ('https', 'VBZ'), ('t', 'NN'), ('co', 'NN'), ('xxSoerwr0B', 'NNP'), ('abdsc', 'NN'), ('https', 'NNS')]","['RT', 'KirkDBorne Introducing', 'BigData', 'Python', 'xxSoerwr0B']"
